KINVENT Physio 2.17.3,Devices: ,P126936 (FW 3.016),P126695 (FW 3.016),,,,
Eyes Condition: ,Closed,,,,,,
Side: ,Left,,,,,,
Repetition:,1,,,,,,
Longitudinal Mean Cop Position (mm),-29.523,,,,,,
Lateral Mean Cop Position (mm),1.64,,,,,,
Longitudinal Standard Deviation (mm),11.074,,,,,,
Lateral Standard Deviation (mm),7.602,,,,,,
Ellipse Surface (mm²),1551.553,,,,,,
Total Displacement (mm),1921.384,,,,,,
Total Displacement AP (mm),1150.915,,,,,,
Total Displacement ML (mm),1334.034,,,,,,
Mean Velocity (mm/s),63.969,,,,,,
Mean Velocity AP (mm/s),38.318,,,,,,
Mean Velocity ML (mm/s),44.415,,,,,,
Longitudinal Amplitude (mm/s),56.335,,,,,,
Lateral Amplitude (mm/s),38.348,,,,,,
Amplitude Ratio,0.681,,,,,,
Phase Plane AP (mm),46.37,,,,,,
Phase Plane ML (mm),43.286,,,,,,
Max Distance AP (mm),56.749,,,,,,
Max Distance ML (mm),21.789,,,,,,
,Heel,Tip,,,,,
Weight Distribution (%),60.1,39.9,,,,,
,,,,,,,
,K-Plate Left,,,,,K-Plate Left,
Time (sec),CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4,,AP COP (y),ML COP (x)
15.5039,18.38155631,27.1017129,19.75703414,12.16877989,,0.5742,0.5761
15.5079,18.50843772,26.97541896,19.64291313,12.23142671,,0.5745,0.5742
15.5119,18.65682117,26.83301626,19.51105006,12.30620246,,0.5749,0.5719
15.5159,18.82470817,26.67797917,19.36448817,12.3898787,,0.5753,0.5693
15.52,19.00735494,26.51798271,19.20924948,12.47746891,,0.5759,0.5666
15.524,19.20651446,26.35439299,19.04572548,12.56903888,,0.5765,0.5638
15.528,19.42705652,26.18258216,18.87175939,12.66859202,,0.5772,0.5607
15.532,19.66374531,26.00242392,18.69167955,12.77721177,,0.5779,0.5574
15.536,19.90897583,25.81500754,18.50937458,12.89449995,,0.5786,0.554
15.54,20.16145268,25.61928881,18.32381112,13.01956777,,0.5793,0.5504
15.544,20.4155509,25.42032136,18.13756507,13.14771685,,0.5799,0.5468
15.548,20.66664482,25.22076005,17.95064407,13.27562563,,0.5805,0.5432
15.552,20.91602188,25.01645567,17.7581464,13.40271497,,0.5811,0.5396
15.556,21.16013043,24.80846621,17.56360714,13.52625461,,0.5818,0.536
15.56,21.39655282,24.599843,17.37228877,13.64627347,,0.5823,0.5325
15.564,21.62977952,24.39343285,17.18394017,13.7650995,,0.5829,0.529
15.568,21.8591203,24.19766401,17.00277818,13.87987942,,0.5835,0.5256
15.572,22.07743637,24.02104378,16.83525907,13.98731125,,0.5841,0.5225
15.576,22.28435265,23.86594222,16.6817693,14.08781056,,0.5847,0.5196
15.58,22.48521475,23.73004414,16.54027969,14.18257508,,0.5853,0.5169
15.584,22.67816692,23.61209823,16.41146601,14.27172256,,0.5859,0.5144
15.588,22.86041377,23.51219535,16.29493378,14.35495551,,0.5864,0.5122
15.592,23.03358643,23.42881582,16.18890621,14.43309094,,0.587,0.5101
15.596,23.19482081,23.35949062,16.09422101,14.50487083,,0.5876,0.5082
15.5999,23.34196888,23.30112205,16.01146609,14.56962071,,0.5881,0.5066
15.6039,23.47715387,23.25099582,15.93895364,14.62982482,,0.5885,0.5051
15.6079,23.59948168,23.20780269,15.87535453,14.68401005,,0.5889,0.5037
15.6119,23.70834381,23.1700936,15.81943028,14.72921114,,0.5893,0.5026
15.6159,23.80554083,23.13525839,15.76957358,14.76336592,,0.5897,0.5016
15.6199,23.88978516,23.1007084,15.72454118,14.7842823,,0.59,0.5007
15.6239,23.95759444,23.06514041,15.68286611,14.79475116,,0.5904,0.5
15.6279,24.00753753,23.02831157,15.6451803,14.79917352,,0.5907,0.4994
15.6319,24.03902075,22.99048729,15.61498587,14.7993216,,0.5908,0.4989
15.6359,24.05121119,22.95344968,15.59499896,14.79635761,,0.5909,0.4986
15.6399,24.0439751,22.92226742,15.58570984,14.78904682,,0.5908,0.4985
15.6439,24.01751729,22.90264451,15.5868875,14.77534345,,0.5907,0.4986
15.6479,23.97310552,22.89567541,15.59850684,14.75665847,,0.5905,0.4989
15.6519,23.91230982,22.89913166,15.62120338,14.73494092,,0.5903,0.4994
15.6559,23.83101767,22.9102751,15.65813595,14.70894857,,0.5899,0.5001
15.6599,23.72308021,22.92785458,15.71255653,14.67606471,,0.5894,0.5011
15.6639,23.59140455,22.9539936,15.78325071,14.63601271,,0.5887,0.5024
15.6679,23.43963638,22.99359083,15.87038379,14.58953688,,0.588,0.5039
15.6719,23.2681063,23.05018049,15.97592001,14.53661056,,0.5871,0.5057
15.6759,23.08449502,23.12240854,16.09423603,14.47869851,,0.5862,0.5078
15.68,22.89795619,23.21131673,16.21938254,14.417837,,0.5854,0.51
15.684,22.71336229,23.31996993,16.35198726,14.35534111,,0.5846,0.5123
15.688,22.53687793,23.44397735,16.48995908,14.29337614,,0.5838,0.5146
15.692,22.37334708,23.57471475,16.62727364,14.23403975,,0.5832,0.5169
15.696,22.22112392,23.70739278,16.76223197,14.17752436,,0.5826,0.5191
15.7,22.07634878,23.8400359,16.89656913,14.12419691,,0.582,0.5213
15.704,21.93877892,23.96699346,17.02706362,14.07696878,,0.5814,0.5234
15.708,21.80804238,24.08316033,17.1498109,14.03582155,,0.5808,0.5253
15.712,21.68199289,24.18817524,17.26694357,13.99729035,,0.5802,0.5271
15.716,21.56069942,24.27957469,17.37919668,13.96214728,,0.5795,0.5287
15.72,21.44382772,24.35517452,17.4842135,13.93145939,,0.5789,0.5302
15.724,21.33056207,24.41675069,17.58139396,13.9033644,,0.5782,0.5316
15.728,21.22380031,24.46679657,17.67038854,13.8791655,,0.5775,0.5329
15.732,21.12778895,24.51136859,17.75310039,13.86216509,,0.5769,0.534
15.736,21.04497999,24.5567806,17.83376366,13.85253392,,0.5762,0.535
15.74,20.97650668,24.60180561,17.91171353,13.84811683,,0.5757,0.5359
15.744,20.92293634,24.64131939,17.98359074,13.8489443,,0.5751,0.5367
15.748,20.88499636,24.6736474,18.04829942,13.8584937,,0.5746,0.5372
15.752,20.86237439,24.69933981,18.10461266,13.87917157,,0.5741,0.5376
15.756,20.85287848,24.71711489,18.15034058,13.90896106,,0.5737,0.5377
15.7599,20.85521181,24.72404018,18.18427137,13.94334879,,0.5733,0.5377
15.7639,20.86832376,24.71791487,18.20678598,13.97900471,,0.573,0.5375
15.7679,20.89042561,24.69928617,18.21799231,14.01580881,,0.5727,0.5372
15.7719,20.92164793,24.66686981,18.21663126,14.05516826,,0.5724,0.5367
15.7759,20.96109122,24.61739288,18.20113752,14.09756194,,0.5722,0.536
15.7799,21.00510842,24.55200217,18.17177855,14.14199964,,0.572,0.5351
15.7839,21.051953,24.47533993,18.13173766,14.18661918,,0.5718,0.5342
15.7879,21.10469584,24.39072658,18.08334219,14.23007789,,0.5717,0.5331
15.7919,21.16663209,24.30132627,18.02634292,14.2712751,,0.5717,0.532
15.7959,21.2352376,24.21339866,17.96160052,14.30887302,,0.5718,0.5308
15.7999,21.30759789,24.12887865,17.89148962,14.34302177,,0.572,0.5296
15.8039,21.38235878,24.04394951,17.81810736,14.37483062,,0.5722,0.5284
15.8079,21.45526091,23.95826528,17.744271,14.40631948,,0.5724,0.5272
15.8119,21.52129758,23.87131453,17.67395473,14.44029845,,0.5725,0.526
15.8159,21.57680836,23.78112752,17.61092829,14.4771445,,0.5725,0.5249
15.8199,21.61935636,23.6914844,17.55792533,14.51360242,,0.5724,0.5239
15.8239,21.647037,23.60861086,17.51634177,14.54438801,,0.5723,0.5231
15.8279,21.65845775,23.53546228,17.48682998,14.56649817,,0.572,0.5224
15.8319,21.65259022,23.4721121,17.47029472,14.58097883,,0.5717,0.522
15.8359,21.62863752,23.41815802,17.46705689,14.58936568,,0.5713,0.5219
15.84,21.58445549,23.37445592,17.47728651,14.59089794,,0.5709,0.5219
15.844,21.51816232,23.34345796,17.50198162,14.58418962,,0.5703,0.5223
15.848,21.43332034,23.32770614,17.54069103,14.56954317,,0.5697,0.5229
15.852,21.33323051,23.32999991,17.59394263,14.54641723,,0.569,0.5237
15.856,21.21957295,23.35312258,17.66246657,14.51353582,,0.5684,0.5249
15.86,21.09929675,23.39508933,17.74139078,14.4727317,,0.5678,0.5262
15.864,20.9797941,23.44980048,17.82519798,14.42746726,,0.5672,0.5276
15.868,20.86025762,23.515796,17.91434637,14.37856427,,0.5667,0.5292
15.872,20.73556784,23.59612219,18.01087344,14.32517372,,0.5662,0.5308
15.876,20.60646809,23.68903154,18.11222853,14.26846991,,0.5658,0.5326
15.8799,20.47478417,23.79140524,18.21710684,14.20794637,,0.5654,0.5345
15.8839,20.33991416,23.90283532,18.32762091,14.14086061,,0.565,0.5365
15.8879,20.20489205,24.01941273,18.44192946,14.06790432,,0.5646,0.5386
15.8919,20.06985155,24.13799575,18.55731388,13.99034301,,0.5643,0.5406
15.8959,19.93078446,24.26035969,18.67285498,13.90782481,,0.564,0.5428
15.8999,19.78791363,24.38679851,18.784692,13.82111729,,0.5638,0.545
15.9039,19.64264204,24.51735881,18.89134636,13.73057788,,0.5636,0.5472
15.9079,19.49464326,24.65322969,18.99558834,13.63607398,,0.5635,0.5495
15.9119,19.34553859,24.79298889,19.09653618,13.53803533,,0.5634,0.5518
15.9159,19.19945368,24.93523576,19.19245365,13.4368097,,0.5635,0.5541
15.9199,19.05893511,25.08278153,19.28542791,13.33269688,,0.5636,0.5564
15.9239,18.92302675,25.23887007,19.37756547,13.22641414,,0.5637,0.5587
15.9279,18.79129629,25.40073799,19.46872722,13.11981158,,0.564,0.561
15.9319,18.66471599,25.5685428,19.55874875,13.01246778,,0.5643,0.5633
15.9359,18.54441717,25.74687227,19.64652776,12.9033328,,0.5647,0.5656
15.9399,18.4325019,25.93156633,19.72870364,12.79542216,,0.5652,0.5678
15.9439,18.32934631,26.11866753,19.80338239,12.68826973,,0.5658,0.57
15.9479,18.23272466,26.30887613,19.87017438,12.57821265,,0.5665,0.5721
15.9519,18.14182555,26.49530908,19.92852939,12.46760924,,0.5673,0.5742
15.9559,18.05696653,26.66835887,19.97988847,12.35990659,,0.568,0.5761
15.96,17.97577397,26.82673095,20.02576602,12.2534342,,0.5688,0.5779
15.964,17.89491615,26.97413996,20.06570653,12.14637921,,0.5695,0.5797
15.968,17.81396193,27.1112897,20.09935496,12.04099583,,0.5702,0.5814
15.972,17.73283028,27.23977072,20.12488603,11.93731629,,0.571,0.583
15.976,17.65135548,27.36422309,20.1395066,11.83181221,,0.5717,0.5846
15.98,17.57190187,27.48609011,20.1436637,11.72493383,,0.5726,0.5861
15.984,17.49681745,27.60575537,20.1398125,11.61816257,,0.5735,0.5876
15.988,17.42745304,27.72434204,20.13036054,11.51090093,,0.5745,0.589
15.992,17.364949,27.83919084,20.11788459,11.40583094,,0.5755,0.5903
15.996,17.30852303,27.94571263,20.1047968,11.30846565,,0.5764,0.5916
16,17.25541631,28.04224984,20.09300652,11.22007926,,0.5773,0.5927
16.004,17.20389693,28.12941478,20.08266194,11.13732191,,0.5781,0.5938
16.008,17.15508131,28.20707256,20.07283546,11.0598956,,0.5788,0.5948
16.012,17.11000918,28.27605525,20.06461044,10.99064824,,0.5794,0.5957
16.016,17.06726305,28.33937909,20.06017955,10.93084429,,0.5799,0.5965
16.02,17.02691585,28.39829635,20.06027653,10.88081661,,0.5803,0.5972
16.024,16.99122023,28.45335007,20.06631015,10.84137201,,0.5806,0.5979
16.028,16.96134341,28.50650167,20.08066373,10.81271794,,0.5808,0.5985
16.032,16.93822967,28.55904722,20.10285968,10.79259471,,0.5809,0.599
16.036,16.92262098,28.61239197,20.1292329,10.77761229,,0.581,0.5994
16.0399,16.91763118,28.66852502,20.15619868,10.76779162,,0.5811,0.5998
16.0439,16.927602,28.72690511,20.18235881,10.76616789,,0.5813,0.6001
16.0479,16.95104777,28.78456107,20.20747364,10.77412215,,0.5814,0.6001
16.0519,16.98580829,28.83957738,20.22997611,10.79067352,,0.5816,0.6001
16.0559,17.03315466,28.89190318,20.24630551,10.81375856,,0.5818,0.5999
16.0599,17.09175691,28.94138646,20.25272681,10.84138482,,0.582,0.5996
16.0639,17.16015126,28.9858015,20.24793496,10.87223098,,0.5823,0.5991
16.0679,17.2393475,29.0227192,20.23357593,10.90493858,,0.5827,0.5985
16.0719,17.32785447,29.05067259,20.21166688,10.93940504,,0.5832,0.5978
16.0759,17.4242725,29.06761864,20.18147811,10.97753368,,0.5836,0.597
16.0799,17.52925899,29.07300395,20.14114934,11.02092867,,0.5841,0.596
16.0839,17.64065941,29.06769792,20.09195837,11.06950407,,0.5845,0.5949
16.0879,17.75530707,29.0520027,20.03599933,11.12094954,,0.585,0.5937
16.0919,17.8758193,29.0268188,19.96976945,11.17417702,,0.5855,0.5923
16.0959,18.00802896,28.99436772,19.88837064,11.23016829,,0.5861,0.5908
16.0999,18.15400484,28.95754215,19.79404593,11.28703742,,0.5868,0.5892
16.1039,18.31861811,28.91611992,19.68650972,11.34569561,,0.5877,0.5874
16.1079,18.50906811,28.86768591,19.55987705,11.41023878,,0.5887,0.5853
16.1119,18.72260797,28.81227988,19.41522935,11.47841182,,0.5898,0.583
16.1159,18.95634937,28.74807027,19.2544932,11.54901507,,0.5912,0.5805
16.12,19.2119148,28.67113323,19.07567076,11.62646766,,0.5926,0.5777
16.124,19.48168042,28.58133141,18.88257785,11.7108606,,0.594,0.5747
16.128,19.75317515,28.48064103,18.68368341,11.7979449,,0.5955,0.5717
16.132,20.02471769,28.36422632,18.48216051,11.88696035,,0.5969,0.5685
16.136,20.30127802,28.22443685,18.27707756,11.98043574,,0.5982,0.5652
16.14,20.57693798,28.0659372,18.0725702,12.07768586,,0.5994,0.5618
16.144,20.84388567,27.89399411,17.87005096,12.17579753,,0.6005,0.5584
16.148,21.10231406,27.70703429,17.66631108,12.2727259,,0.6015,0.555
16.152,21.34987616,27.51107528,17.46477332,12.3652723,,0.6024,0.5517
16.156,21.58557087,27.31148071,17.26750054,12.45054333,,0.6033,0.5484
16.16,21.8125884,27.10684907,17.07184295,12.52861218,,0.6042,0.5453
16.164,22.02989704,26.90169162,16.87936105,12.60135484,,0.605,0.5422
16.168,22.23254239,26.70578739,16.69461449,12.66914462,,0.6058,0.5392
16.172,22.419063,26.52336405,16.51947641,12.72959038,,0.6066,0.5365
16.176,22.59192467,26.3536451,16.35299381,12.78104898,,0.6074,0.5339
16.18,22.75080331,26.19912794,16.19655017,12.82410301,,0.6082,0.5316
16.184,22.89622161,26.0627392,16.05106349,12.86020784,,0.609,0.5295
16.188,23.03095968,25.94285104,15.91552458,12.89121133,,0.6098,0.5276
16.192,23.15408844,25.83740923,15.79186523,12.91768761,,0.6105,0.5258
16.196,23.26649522,25.74588927,15.680912,12.9394138,,0.6112,0.5243
16.1999,23.37163023,25.66750371,15.58056732,12.95679794,,0.6119,0.5229
16.2039,23.46849598,25.6008328,15.48988355,12.96952095,,0.6126,0.5217
16.2079,23.55404145,25.54313165,15.40928904,12.97673292,,0.6132,0.5206
16.2119,23.62860691,25.49213172,15.33851179,12.97896078,,0.6137,0.5197
16.2159,23.69556886,25.44629559,15.2750727,12.97851368,,0.6143,0.5189
16.2199,23.75641587,25.40161495,15.21588369,12.9770931,,0.6148,0.5181
16.2239,23.81136885,25.35310293,15.15879538,12.97506555,,0.6152,0.5174
16.2279,23.86236233,25.29841411,15.1029763,12.97348971,,0.6156,0.5167
16.2319,23.91050665,25.24074575,15.04952223,12.9731294,,0.6159,0.5159
16.2359,23.9556937,25.18468944,14.99864227,12.97547301,,0.6162,0.5152
16.24,23.99835311,25.13084095,14.94905634,12.98351017,,0.6165,0.5145
16.244,24.03950046,25.07930555,14.90150244,12.99751408,,0.6167,0.5138
16.248,24.0801399,25.03030342,14.85851683,13.01478207,,0.6168,0.5131
16.252,24.12111691,24.98275527,14.82191627,13.0328675,,0.6169,0.5124
16.256,24.16223474,24.93782999,14.79160046,13.05053076,,0.617,0.5118
16.26,24.20091578,24.89768585,14.7658747,13.06773474,,0.617,0.5112
16.264,24.23472934,24.8611088,14.74329325,13.08581241,,0.6171,0.5107
16.268,24.26362674,24.82577479,14.72435612,13.106105,,0.617,0.5102
16.272,24.28722614,24.79194176,14.71077836,13.12737301,,0.6169,0.5098
16.276,24.30415224,24.76152815,14.70319777,13.14530898,,0.6168,0.5095
16.28,24.31461278,24.736625,14.70079616,13.15673786,,0.6167,0.5092
16.284,24.31876208,24.7192527,14.701297,13.16261601,,0.6166,0.5091
16.288,24.31311784,24.71036689,14.70337271,13.16368024,,0.6165,0.5091
16.292,24.29437595,24.71028716,14.70928185,13.15888025,,0.6164,0.5092
16.296,24.26395509,24.7190057,14.72132536,13.14888942,,0.6163,0.5095
16.3,24.22452959,24.734768,14.73905803,13.13494266,,0.6162,0.5099
16.304,24.17701765,24.75645592,14.76177025,13.11643354,,0.6161,0.5105
16.308,24.12280893,24.78432979,14.79049364,13.09301445,,0.6159,0.5111
16.312,24.0658009,24.81643949,14.82505323,13.06680137,,0.6158,0.5118
16.316,24.00769232,24.85167086,14.86263981,13.04026187,,0.6156,0.5125
16.3199,23.94682306,24.89162978,14.9013011,13.01439573,,0.6154,0.5133
16.3239,23.8842911,24.93590807,14.94086667,12.99065059,,0.6152,0.5141
16.3279,23.82350738,24.98214709,14.98169793,12.97105186,,0.615,0.5149
16.3319,23.76684741,25.02776749,15.02435276,12.95622352,,0.6148,0.5157
16.3359,23.71506401,25.06904228,15.06882971,12.9455293,,0.6145,0.5164
16.3399,23.66753831,25.10283716,15.11459721,12.93777061,,0.6142,0.517
16.3439,23.62351697,25.12808225,15.16118635,12.93360504,,0.6138,0.5175
16.3479,23.58247865,25.14496448,15.20827996,12.93586145,,0.6134,0.518
16.3519,23.54359802,25.1546053,15.25535775,12.94650661,,0.6129,0.5184
16.3559,23.50569741,25.15752407,15.30280563,12.96668659,,0.6122,0.5187
16.3599,23.46811555,25.15295876,15.3518256,12.995928,,0.6115,0.519
16.3639,23.43107441,25.14099799,15.402218,13.03035421,,0.6107,0.5191
16.3679,23.39266405,25.12279966,15.45459472,13.06566076,,0.6099,0.5193
16.3719,23.35028385,25.09950682,15.50937845,13.10096789,,0.609,0.5195
16.3759,23.30548858,25.07328093,15.56444273,13.13632685,,0.6081,0.5197
16.3799,23.26132562,25.04732229,15.6189745,13.17061744,,0.6072,0.5198
16.3839,23.22009293,25.02362156,15.67348899,13.20533911,,0.6063,0.52
16.3879,23.18422503,25.00207652,15.72792291,13.24368038,,0.6054,0.5201
16.3919,23.15489573,24.98211173,15.78193142,13.2850409,,0.6046,0.5202
16.3959,23.13021668,24.96263917,15.83567187,13.32825041,,0.6037,0.5203
16.4,23.10854432,24.94139259,15.88982505,13.37547314,,0.6029,0.5203
16.404,23.09187605,24.91652777,15.9438523,13.42728914,,0.602,0.5203
16.408,23.08230996,24.88580733,15.99675949,13.48432424,,0.6011,0.5201
16.412,23.08009943,24.84632062,16.04792746,13.54913259,,0.6001,0.5199
16.416,23.08377786,24.79729312,16.0962473,13.6202417,,0.5991,0.5195
16.42,23.09166799,24.737233,16.14113983,13.69621724,,0.5981,0.519
16.424,23.10246949,24.66336086,16.18301254,13.77834776,,0.597,0.5184
16.428,23.1130322,24.57669054,16.22167561,13.86421357,,0.5958,0.5177
16.432,23.12127354,24.48000119,16.25562052,13.94975199,,0.5947,0.517
16.436,23.12990664,24.37239778,16.2834764,14.03653791,,0.5935,0.5162
16.44,23.14336769,24.25194295,16.30559007,14.12826486,,0.5923,0.5153
16.444,23.16294889,24.12130667,16.3221512,14.22233547,,0.5911,0.5142
16.448,23.18779123,23.98314673,16.33176392,14.31727262,,0.5899,0.513
16.452,23.21809463,23.83766376,16.3336498,14.41590532,,0.5887,0.5118
16.456,23.25512034,23.68816501,16.32863822,14.51579233,,0.5876,0.5104
16.46,23.30018677,23.53725533,16.31561878,14.61505485,,0.5866,0.509
16.464,23.35405508,23.38519909,16.29214693,14.71567067,,0.5857,0.5075
16.468,23.41680747,23.23506844,16.25941346,14.81562359,,0.5849,0.5059
16.472,23.48802903,23.08949862,16.21904291,14.91215608,,0.5842,0.5042
16.476,23.56987553,22.94574543,16.17053522,15.00729469,,0.5836,0.5025
16.4799,23.66682808,22.79940574,16.11415576,15.1044422,,0.5831,0.5007
16.4839,23.77811646,22.65155493,16.0514281,15.20342003,,0.5827,0.4987
16.4879,23.90023416,22.50326535,15.98326053,15.30419118,,0.5824,0.4967
16.4919,24.03155806,22.35184618,15.90870662,15.40875434,,0.5821,0.4945
16.4959,24.16738347,22.19766367,15.82861071,15.51610022,,0.5818,0.4923
16.4999,24.30241551,22.04009027,15.74569543,15.62374847,,0.5816,0.4901
16.5039,24.43480289,21.87656777,15.66087057,15.72995154,,0.5813,0.4878
16.5079,24.56196849,21.71156571,15.57456029,15.83189088,,0.581,0.4855
16.5119,24.67962828,21.55305851,15.4881273,15.92661155,,0.5808,0.4834
16.5159,24.78593617,21.40195808,15.40456721,16.01347004,,0.5806,0.4814
16.52,24.88273275,21.25580154,15.32707857,16.09350851,,0.5803,0.4795
16.524,24.97124935,21.11763773,15.25603255,16.16638549,,0.5801,0.4778
16.528,25.05188169,20.99059254,15.18868503,16.2311031,,0.5799,0.4762
16.532,25.12651759,20.87361877,15.12335639,16.28739372,,0.5798,0.4747
16.536,25.19537722,20.76548084,15.06286068,16.33520173,,0.5797,0.4734
16.54,25.25717334,20.66720533,15.00850253,16.37550506,,0.5796,0.4722
16.544,25.31019156,20.58087047,14.95847076,16.4093316,,0.5796,0.4711
16.548,25.35156482,20.50619085,14.91247424,16.43647258,,0.5796,0.4702
16.552,25.38132894,20.44135228,14.86987261,16.45580452,,0.5796,0.4694
16.556,25.40257419,20.3839194,14.82937835,16.46666108,,0.5796,0.4688
16.56,25.41715064,20.33237165,14.79162456,16.4696239,,0.5797,0.4683
16.564,25.42572367,20.28864373,14.75839134,16.46553024,,0.5797,0.4679
16.568,25.42690798,20.25146539,14.73029581,16.4547089,,0.5798,0.4676
16.572,25.41767388,20.21623603,14.70591975,16.43743097,,0.5799,0.4674
16.576,25.39690737,20.18370997,14.68372939,16.41474563,,0.58,0.4673
16.58,25.36422274,20.15637844,14.66484528,16.38615737,,0.58,0.4673
16.584,25.31886088,20.13412462,14.65166592,16.35017486,,0.58,0.4675
16.588,25.2612719,20.11694819,14.64438195,16.3078616,,0.58,0.4678
16.592,25.19194406,20.10807649,14.6424925,16.25929165,,0.58,0.4682
16.596,25.11316151,20.11303413,14.64775318,16.20347747,,0.58,0.4689
16.5999,25.03236261,20.13492656,14.66194939,16.14328454,,0.58,0.4697
16.6039,24.95682577,20.17459144,14.68427981,16.08207983,,0.5801,0.4706
16.6079,24.88852311,20.23354061,14.7143622,16.0202521,,0.5803,0.4716
16.6119,24.82776234,20.31126027,14.75218032,15.95961234,,0.5805,0.4727
16.6159,24.77601339,20.40241532,14.79494697,15.904905,,0.5808,0.4739
16.6199,24.73356023,20.50066441,14.8405471,15.85805736,,0.5811,0.475
16.6239,24.69881226,20.60126277,14.88824015,15.81795004,,0.5813,0.4761
16.6279,24.66927998,20.70024044,14.93557638,15.78465113,,0.5815,0.4771
16.6319,24.64426292,20.79390166,14.97986417,15.75752569,,0.5817,0.4781
16.6359,24.62551782,20.87916859,15.01938846,15.73377562,,0.5819,0.4789
16.6399,24.61270398,20.95388903,15.05308814,15.71151588,,0.5821,0.4796
16.6439,24.6041837,21.01694878,15.08070124,15.69156326,,0.5823,0.4801
16.6479,24.60162083,21.06928867,15.10180783,15.67584003,,0.5825,0.4806
16.6519,24.60701274,21.11291526,15.11627957,15.66515064,,0.5827,0.4809
16.6559,24.61787858,21.14855525,15.12516189,15.65889759,,0.5829,0.4811
16.6599,24.63219024,21.17856144,15.12938592,15.65482901,,0.5831,0.4812
16.6639,24.65133173,21.20717714,15.12931946,15.6504451,,0.5833,0.4813
16.6679,24.67635444,21.23602316,15.12445721,15.64566179,,0.5836,0.4813
16.6719,24.70908231,21.26488418,15.11423411,15.64239967,,0.584,0.4813
16.6759,24.75180549,21.29310889,15.09961729,15.64232166,,0.5844,0.4812
16.68,24.80351267,21.31998753,15.0824278,15.64508003,,0.5848,0.481
16.684,24.86095996,21.34547846,15.06461594,15.64965146,,0.5853,0.4807
16.688,24.92273551,21.37044735,15.04682946,15.65545093,,0.5857,0.4805
16.692,24.98950693,21.39624584,15.02832174,15.66250221,,0.5862,0.4802
16.696,25.05922178,21.42244517,15.0092827,15.67133641,,0.5867,0.4799
16.7,25.12924359,21.4471306,14.98951123,15.68178121,,0.5872,0.4795
16.704,25.19977954,21.46909039,14.96757158,15.69303228,,0.5877,0.4792
16.708,25.26920828,21.48781171,14.94274376,15.70412257,,0.5881,0.4788
16.712,25.33483364,21.50134022,14.9158379,15.71540262,,0.5886,0.4784
16.716,25.3948696,21.5075635,14.88931279,15.72786982,,0.5889,0.478
16.72,25.44756671,21.50729318,14.86496017,15.74049789,,0.5893,0.4776
16.724,25.49170606,21.50181021,14.84260308,15.75146207,,0.5895,0.4772
16.728,25.52710434,21.49028835,14.8218681,15.76112259,,0.5897,0.4768
